S.No.,Name,CMP Rs.,All time high Rs.,No. Eq. Shares Cr.,Sales Qtr Rs.Cr.,NP Qtr Rs.Cr.,Qtr Profit Var %,Qtr Sales Var %,Exp Qtr Sales Var %,Sales Rs.Cr.,EBIT 12M Rs.Cr.,PAT 12M Rs.Cr.,Sales growth %,Profit growth %,ROE %,ROCE %,ROA 12M %,Sales Var 3Yrs %,Profit Var 3Yrs %,ROE 3Yr %,ROCE3yr avg %,ROA 3Yr %,EPS 12M Rs.,P/E,CMP / BV,CMP / Sales,PEG,Curr price to Graham,Cur price to Int val,Div Yld %,Dividend Payout %,CF Opr 3Yrs Rs.Cr.,CF Operations Rs.Cr.,CF Investing Rs.Cr.,CF Financing Rs.Cr.,Net CF Rs.Cr.,Free Cash Flow Rs.Cr.,Free Cash Flow 3Yrs Rs.Cr.,Int Coverage,Debt / Eq,Asset Turnover,Inven TO,EV / EBITDA,Unpledged Prom Hold %,Chg in Prom Hold 3Yr %,Change in Prom Hold %,Chg in FII Hold %,Chg in DII Hold %,Piotski Scr,Altman Z Scr,G Factor,Ind PE,Mar Cap Rs.Cr.,Vol 1d,BSE Code,NSE Code,Industry,Drop_from_AT_high,Strat_AT_HIGH
42.0,Tech Mahindra,1495.0,1838.0,97.9,13384.0,1141.9,72.75,3.98,1.95,52988.3,5974.9,4251.5,1.91,80.44,15.74,20.08,9.71,5.88,-8.56,13.99,18.04,8.62,43.43,34.41,5.4,2.76,19.22,2.86,2.99,2.66,93.65,17734.1,5785.7,-23.2,-5799.2,-36.7,5302.8,15544.3,18.57,0.07,1.21,0.0,18.38,35.01,-0.25,0.0,-1.24,1.4,8.0,8.08,5.0,29.51,146359.54,2002240,532755.0,TECHM,Computers - Software - Large,-0.19,Other
43.0,Hindalco Inds.,637.0,772.65,224.72,58390.0,3735.0,61.37,10.57,6.52,229600.0,24241.0,14483.83,6.38,54.44,10.15,11.29,4.49,17.83,39.7,12.99,13.06,5.18,61.82,9.95,1.23,0.62,0.69,0.75,0.71,0.55,7.65,60102.0,24056.0,-14267.0,-10817.0,-1028.0,8378.0,29432.0,7.06,0.53,0.95,3.54,6.04,34.64,0.0,0.0,0.11,0.15,5.0,2.95,6.0,24.19,143148.35,6481390,500440.0,HINDALCO,Aluminium and Aluminium Products,-0.18,Other
44.0,B P C L,323.05,376.0,433.85,111230.21,4391.83,-8.12,-4.57,-1.71,440271.86,22152.15,13614.11,-1.74,-49.68,17.34,16.25,6.47,8.28,8.08,22.48,18.4,7.37,30.74,10.3,1.73,0.32,0.41,0.9,1.01,6.45,32.04,72079.29,23677.79,-19179.99,-6240.61,-1742.81,8793.9,39144.52,6.17,0.75,2.09,8.75,6.49,52.98,0.0,0.0,-0.13,-0.04,4.0,3.94,6.0,20.12,140155.47,8280331,500547.0,BPCL,Refineries,-0.14,Other
45.0,Hyundai Motor I,1721.3,1970.0,81.25,16241.53,1124.09,-19.31,-2.1,,68538.61,8247.5,5950.01,14.69,27.73,39.58,51.41,19.9,19.0,47.63,27.43,35.67,15.12,,23.5,10.69,2.04,1.3,,,0.0,181.09,20669.93,9113.34,-9814.16,-15929.1,-16629.92,5924.09,14040.24,52.21,0.08,2.29,15.41,12.72,82.5,,0.0,0.47,-0.13,6.0,12.96,5.0,26.9,139862.71,1011149,544274.0,HYUNDAI,Automobiles - Passenger Cars,-0.13,Other
46.0,LTIMindtree,4626.0,7595.25,29.63,9771.7,1128.6,2.6,9.88,7.04,38008.1,6493.1,4598.7,7.01,0.36,21.53,27.63,15.82,13.33,5.21,24.66,31.72,17.94,155.21,29.8,6.06,3.61,1.2,2.83,1.39,1.41,41.84,13309.9,4545.8,-1738.2,-2574.4,233.2,3612.2,10608.7,23.28,0.1,1.31,0.0,18.13,68.57,-5.48,0.0,-0.45,0.63,4.0,10.74,2.0,29.51,137061.65,504956,,,Unmapped,-0.39,Other
47.0,Bajaj Holdings,11969.6,13238.0,11.13,126.33,1749.97,6.32,16.92,905.51,1751.0,7691.22,7511.3,234.45,27.23,14.77,13.07,12.45,54.98,25.81,12.18,10.53,10.01,674.91,17.75,2.16,76.08,0.94,1.32,1.83,1.08,20.06,5278.42,1941.12,-471.7,-1455.47,13.95,1940.81,5274.9,4661.35,0.0,0.03,1.47,17.13,51.46,0.37,0.0,-0.09,0.18,7.0,4.47,4.0,20.17,133209.71,56666,500490.0,BAJAJHLDNG,Finance & Investments,-0.1,Other
48.0,TVS Motor Co.,2778.2,2958.15,47.51,11542.0,697.51,68.86,16.09,13.49,44089.01,5598.6,2207.46,12.63,35.32,28.88,19.43,5.22,21.87,42.96,27.31,15.79,4.61,47.06,59.8,15.49,2.99,2.15,6.38,3.97,0.37,21.25,-2154.56,3502.92,-2898.96,1155.24,1759.2,1043.86,-7042.99,2.67,1.73,0.98,11.46,21.41,50.27,-0.54,0.0,0.28,-0.26,8.0,6.38,5.0,45.99,131988.73,1678024,532343.0,TVSMOTOR,Automobiles - Motorcycles / Mopeds,-0.06,Other
49.0,Macrotech Devel.,1321.9,1649.95,99.76,4224.3,922.8,38.5,5.12,38.46,13779.5,4105.0,2764.3,33.57,70.82,14.69,15.62,5.7,14.28,32.05,11.37,11.81,3.91,27.71,47.73,6.46,9.57,1.54,3.72,4.21,0.17,15.34,6827.9,1565.6,-90.4,-2505.7,-1030.5,1091.4,6112.1,7.47,0.35,0.28,0.23,31.35,71.94,-10.28,-0.04,0.19,-0.27,7.0,5.95,4.0,33.15,131877.6,2483463,543287.0,LODHA,Construction,-0.2,Other
50.0,Godrej Consumer,1278.55,1541.85,102.3,3768.43,498.31,-14.27,2.97,1.84,14151.95,3094.41,1724.6,1.73,-7.82,-56.02,19.02,-41.26,8.52,,-10.67,18.09,-6.4,-4.43,75.87,10.75,9.24,,,,1.15,-273.7,5671.17,2069.95,-3435.01,1406.34,41.28,2100.58,5712.24,9.13,0.31,0.79,4.61,40.64,52.65,-10.15,0.02,-1.14,1.16,4.0,13.47,3.0,38.81,130796.67,427127,532424.0,GODREJCP,Personal Care - Indian,-0.17,Other
51.0,Britannia Inds.,5362.85,6473.1,24.09,4592.61,582.3,4.28,7.9,5.18,17579.83,3068.63,2172.89,5.12,0.72,57.14,48.92,23.19,8.48,4.89,57.76,46.26,22.26,89.55,59.42,40.26,7.35,4.54,10.35,6.18,1.36,82.75,6398.71,2572.98,476.79,-2830.48,219.29,2075.98,4721.66,22.8,0.86,1.82,8.27,38.95,50.55,0.0,0.0,-0.74,0.68,7.0,25.47,3.0,58.83,129174.09,327213,500825.0,BRITANNIA,Food - Processing - MNC,-0.17,Other
52.0,Mazagon Dock,3101.45,3172.0,40.34,3143.62,807.04,28.76,33.06,36.72,11361.12,3545.05,2751.19,34.59,71.93,35.19,44.19,6.57,32.74,47.04,27.31,32.68,4.2,68.2,45.47,17.21,11.01,1.54,5.89,2.62,0.49,28.53,2036.72,683.75,1419.81,-448.5,1655.06,347.26,1546.11,777.42,0.0,0.32,0.78,30.52,84.83,0.0,0.0,0.71,0.23,8.0,8.41,5.0,50.09,125106.36,8826203,543237.0,MAZDOCK,Miscellaneous,-0.02,Other
53.0,Cipla,1537.15,1702.05,80.76,7072.97,1574.59,31.37,7.1,6.44,26981.17,6641.35,4980.37,6.43,26.14,16.79,22.8,13.71,10.39,21.37,14.42,19.37,11.35,61.79,25.0,4.32,4.6,1.0,2.2,1.68,0.84,25.47,10697.46,4133.91,-2982.47,-1200.43,-48.99,2818.78,7565.85,101.27,0.02,0.83,1.77,16.01,29.2,-4.43,0.01,-0.37,0.4,7.0,8.83,5.0,29.05,124146.46,2093039,500087.0,CIPLA,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.1,Other
54.0,Tata Power Co.,388.5,494.85,319.53,15391.06,1187.54,8.15,5.05,11.55,64228.93,10983.21,3873.99,10.63,13.14,11.28,11.13,2.99,23.4,44.42,11.22,10.7,2.85,11.97,32.04,3.65,1.93,0.43,2.31,2.33,0.52,17.29,26454.43,12596.11,-9027.11,-4497.43,-928.43,-590.44,-1570.79,2.37,1.73,0.46,9.45,11.53,46.86,0.0,0.0,-0.07,0.16,7.0,2.39,3.0,31.51,124138.93,6836998,500400.0,TATAPOWER,Power Generation And Supply,-0.21,Other
55.0,GAIL (India),188.75,246.35,657.51,36834.73,4084.24,-31.34,6.16,3.49,138217.72,14240.45,10533.82,3.4,30.67,13.97,14.66,8.53,32.42,17.37,14.31,15.89,9.29,18.9,11.74,1.5,0.9,1.44,0.81,0.95,3.41,36.53,25210.32,12585.72,-8226.07,-3457.39,902.26,98.28,-2968.73,19.62,0.23,1.15,18.9,7.63,51.88,0.08,-0.02,-1.26,1.43,6.0,3.95,5.0,15.77,124104.94,8167529,532155.0,GAIL,Miscellaneous,-0.23,Other
56.0,Solar Industries,13199.6,13664.0,9.05,1973.08,337.5,54.86,38.06,13.7,6984.42,1698.99,1122.26,9.35,39.07,30.9,32.47,18.25,34.12,49.07,30.76,31.06,17.28,124.02,106.43,31.48,17.1,3.78,12.2,7.38,0.07,9.2,2360.29,1406.01,-1020.91,-370.28,14.82,857.56,1057.96,14.25,0.32,1.16,3.35,64.46,72.04,0.0,0.01,-1.41,1.32,7.0,31.61,5.0,105.22,119443.26,86156,532725.0,SOLARINDS,Chemicals,-0.03,Other
57.0,A B B,5472.0,9200.0,21.19,3364.93,528.41,54.09,22.03,17.31,12188.31,2535.76,1876.15,16.67,50.42,28.82,38.65,16.04,20.68,63.11,23.64,30.76,12.37,88.33,61.8,16.37,9.51,1.54,6.72,3.5,0.81,50.0,3425.22,1331.8,-502.67,-770.38,58.75,1118.1,2880.54,154.15,0.01,1.04,4.06,41.47,75.0,0.0,0.0,-1.58,1.31,8.0,17.96,5.0,47.57,115956.25,244886,500002.0,ABB,Electric Equipment,-0.41,Other
58.0,Adani Energy Sol,961.0,4238.55,120.13,6374.58,713.66,79.05,35.43,44.68,23767.09,5840.05,2232.69,43.11,113.11,12.86,10.24,3.37,28.29,22.84,11.24,9.82,2.62,8.82,51.68,5.27,4.86,2.01,5.03,4.08,0.0,0.0,18509.83,8695.22,-15227.59,7975.22,1442.85,-682.92,-1000.06,1.79,1.83,0.36,17.2,19.64,69.38,-4.97,0.0,0.24,0.48,7.0,3.61,3.0,31.51,115443.27,2163643,539254.0,ADANIENSOL,Power Generation And Supply,-0.77,Big_drop_AT_HIGH_MARCAP2K
59.0,Tata Consumer,1164.3,1254.01,98.95,4608.22,348.72,-8.72,17.35,15.89,17618.3,2071.86,1282.41,15.87,-4.69,7.11,9.27,4.31,12.34,9.93,7.43,9.75,5.11,12.92,89.85,5.69,6.54,5.8,4.8,5.22,0.66,63.85,5454.62,2056.65,-2353.63,452.7,155.72,1642.52,4590.36,7.14,0.12,0.59,3.16,42.95,33.84,-0.88,0.0,-1.69,2.49,7.0,7.59,3.0,29.28,115207.32,1061044,500800.0,TATACONSUM,Tea,-0.07,Other
60.0,Indian Hotels Co,804.1,894.9,142.34,2533.05,632.53,28.85,28.98,21.13,7814.74,2291.4,1561.99,20.43,33.55,14.26,15.11,9.3,62.58,50.4,8.84,9.61,4.78,12.67,73.25,11.24,14.65,2.09,5.64,5.38,0.22,19.78,4225.76,1935.14,-1207.54,-984.65,-257.05,1301.97,2879.92,11.12,0.29,0.48,7.35,41.51,38.12,-0.07,0.0,-0.82,0.61,8.0,13.02,5.0,33.95,114458.19,4333877,500850.0,INDHOTEL,Hotels,-0.1,Other
61.0,United Spirits,1557.8,1700.0,72.74,3433.0,335.0,8.64,14.36,7.42,11821.0,2097.0,1467.7,7.07,15.48,20.98,27.87,13.18,11.66,51.77,19.65,24.34,11.37,19.28,77.21,14.81,9.59,4.91,7.3,6.66,0.57,46.34,2710.4,1118.0,226.0,-407.0,937.0,1039.0,2425.8,21.84,0.07,1.08,1.9,47.21,56.0,-0.06,0.0,-0.95,1.05,8.0,18.07,4.0,29.54,113306.74,943878,532432.0,UNITDSPR,Breweries & Distilleries,-0.08,Other
62.0,Torrent Pharma.,3268.4,3590.7,33.84,2809.0,503.0,31.94,2.82,7.99,11302.0,2915.0,1862.0,7.91,30.01,24.23,23.16,10.86,10.25,8.45,20.95,20.61,9.23,55.02,59.39,14.73,9.79,2.75,6.24,6.27,0.84,57.21,7437.2,3266.08,-159.83,-2779.64,326.61,2966.96,6527.07,10.56,0.42,0.74,1.26,30.33,68.31,-2.94,0.0,0.14,0.0,9.0,14.03,3.0,35.09,110612.55,141678,500420.0,TORNTPHARM,Pharmaceuticals - Indian - Formulations,-0.09,Other
63.0,Max Healthcare,1117.05,1227.95,97.21,1868.31,238.8,0.48,39.95,26.47,6541.62,1543.77,1060.36,25.86,0.32,13.37,16.0,9.57,29.18,95.53,13.39,14.41,9.31,10.37,102.38,12.33,16.6,0.13,7.68,5.58,0.14,13.78,3146.45,1121.8,-1252.55,-263.74,-394.49,342.19,1486.98,11.83,0.2,0.49,15.33,58.25,23.74,-26.9,0.0,-2.19,2.04,4.0,15.12,4.0,54.85,108593.08,1311277,543220.0,MAXHEALTH,Healthcare,-0.09,Other
64.0,Shree Cement,29605.0,32050.0,3.61,4572.68,193.72,-72.44,-11.95,-3.91,19151.83,1586.66,1223.17,-4.73,-45.53,12.24,14.76,8.88,14.81,1.92,11.06,13.28,8.06,339.05,87.33,5.12,5.58,5.49,4.46,3.87,0.36,15.81,8584.21,3347.49,-1417.87,-1710.05,219.57,177.99,-73.82,7.03,0.08,0.76,2.51,24.01,62.55,0.0,0.0,-0.18,0.29,8.0,8.35,1.0,46.38,106817.04,22011,500387.0,SHREECEM,Cement - North India,-0.08,Other
65.0,Siemens,2944.7,4662.04,35.61,3587.2,614.6,-9.59,-3.3,1.34,18997.6,3104.3,2274.3,-1.3,19.1,17.65,23.61,10.7,19.0,32.18,15.92,20.07,9.33,79.34,46.1,6.82,5.52,2.47,3.36,1.93,0.41,15.73,4048.0,1669.5,-502.0,-523.3,644.2,1567.3,3748.1,53.71,0.02,0.95,4.03,28.1,70.0,0.0,0.0,-0.58,0.5,8.0,9.18,3.0,47.57,104866.82,443097,500550.0,SIEMENS,Electric Equipment,-0.37,Other
66.0,Indus Towers,384.45,505.0,269.49,7727.1,1779.1,-3.99,7.42,5.34,30122.8,14788.4,9931.7,5.32,70.51,33.36,29.22,16.69,2.81,17.22,23.66,20.88,10.83,36.85,10.47,3.15,3.44,0.39,1.22,1.25,0.0,0.0,39131.9,19645.0,-10910.5,-8647.9,86.6,13387.9,21260.2,9.05,0.65,0.51,3012.84,5.8,50.0,-17.49,0.0,0.27,0.62,8.0,4.74,4.0,13.82,103606.82,20161889,534816.0,INDUSTOWER,Transmisson Line Towers / Equipment,-0.24,Other
67.0,Apollo Hospitals,6990.65,7545.35,14.38,5526.9,379.4,51.77,13.94,14.82,21145.7,2354.8,1310.1,14.81,66.23,13.33,15.11,5.85,21.75,108.56,14.4,15.65,6.36,91.12,76.73,13.39,4.75,2.24,6.76,5.21,0.23,25.6,4993.1,1920.2,-1537.1,-311.0,72.1,785.3,2082.0,5.09,0.98,1.22,23.66,34.19,25.39,0.01,0.01,-2.53,2.32,6.0,10.47,5.0,54.85,100514.8,272845,508869.0,APOLLOHOSP,Healthcare,-0.07,Other
68.0,Dixon Technolog.,16525.0,19149.8,6.02,10453.68,216.23,77.51,116.96,110.39,33225.53,1043.16,635.39,106.39,80.73,24.73,29.16,6.44,39.99,32.12,23.3,25.29,5.84,131.9,156.6,44.58,3.0,3.7,15.75,4.78,0.03,8.13,1582.82,584.31,-530.9,-69.97,-16.56,15.74,146.64,8.06,0.36,3.03,12.14,77.63,32.27,-2.03,-0.15,-1.41,0.46,5.0,12.38,6.0,25.61,99541.17,351313,540699.0,DIXON,Electronics - Consumer,-0.14,Other
69.0,Mankind Pharma,2405.9,3054.8,41.26,2396.57,416.38,-10.01,8.48,10.66,9326.12,2596.49,1933.66,10.58,23.14,19.71,24.57,16.5,18.82,17.61,19.82,25.23,15.91,50.08,51.36,9.23,10.64,1.89,4.43,2.31,0.0,0.0,4603.4,1982.97,-1919.22,-8.68,55.07,1732.55,1592.01,12.27,0.02,0.89,2.83,33.68,72.7,,-0.01,-0.42,0.42,9.0,14.93,3.0,29.05,99262.26,392079,543904.0,MANKIND,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.21,Other
70.0,Havells India,1582.1,2106.0,62.69,6543.56,517.0,15.74,20.24,17.28,21778.06,2033.73,1470.24,17.15,16.4,18.65,24.79,11.21,16.04,7.1,17.92,23.83,10.6,23.48,67.36,11.9,4.55,4.58,5.97,3.12,0.64,42.58,4033.12,1515.29,-301.58,-668.86,544.85,761.53,1931.57,47.03,0.04,1.66,3.92,39.49,59.41,-0.06,0.0,-1.15,1.2,7.0,14.76,4.0,66.82,99188.4,1530665,517354.0,HAVELLS,Electric Equipment,-0.25,Other
71.0,Dr Reddy's Labs,1168.95,1421.49,83.45,8381.2,1404.2,1.69,15.81,14.78,31229.3,7556.0,5362.1,14.76,2.56,21.39,26.53,15.53,13.72,41.29,18.67,22.45,12.62,64.39,18.18,3.14,3.12,0.74,1.6,1.1,0.67,11.96,13241.6,4543.3,-4034.2,-376.3,132.8,1908.3,7154.9,27.33,0.16,0.79,1.56,10.94,26.64,-0.08,0.0,-1.1,2.74,6.0,5.87,5.0,29.05,97543.61,1389590,500124.0,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.18,Other
72.0,CG Power & Ind,631.3,874.7,152.9,2515.68,237.85,21.01,27.13,20.66,9347.61,1276.56,936.81,20.5,9.03,57.78,46.63,27.0,39.5,140.6,70.41,50.07,21.25,6.13,103.06,27.39,10.33,2.45,11.21,5.64,0.21,13.91,1826.72,396.99,-662.17,-246.33,-511.51,174.2,1452.59,245.49,0.01,1.56,8.66,69.31,58.06,2.42,0.0,-1.33,1.67,6.0,26.34,5.0,47.57,96526.09,1750752,500093.0,CGPOWER,Electric Equipment,-0.28,Other
73.0,Samvardh. Mothe.,136.4,217.0,703.63,27665.92,984.35,61.97,7.89,18.86,111403.96,7472.9,4124.07,18.39,156.79,11.8,13.68,4.38,19.82,38.98,8.51,9.56,3.23,5.99,23.32,2.94,0.86,1.9,1.73,1.87,0.59,19.96,14674.6,7568.9,-6644.5,1280.7,2205.1,3558.9,6045.5,3.92,0.78,1.36,6.62,9.21,56.72,-10.03,0.0,-1.89,1.76,6.0,3.62,4.0,23.71,95975.03,10941506,517334.0,MOTHERSON,Auto Ancillaries,-0.37,Other
74.0,HDFC AMC,4456.1,4864.0,21.38,901.22,638.73,18.05,29.59,35.46,3498.03,3295.85,2461.05,10.74,26.48,32.35,43.33,30.18,12.93,20.89,29.13,37.79,26.91,115.11,38.67,11.68,27.23,2.71,4.49,2.44,1.58,78.19,4846.03,2076.7,-600.26,-1475.07,1.37,2032.04,4768.88,350.25,0.0,0.43,,28.4,52.47,-16.34,-0.01,-0.81,0.97,5.0,20.34,7.0,20.17,95268.34,511023,541729.0,HDFCAMC,Finance & Investments,-0.08,Other
75.0,Lupin,2080.7,2403.45,45.66,5767.71,858.86,39.48,10.97,12.98,22001.56,3893.93,2868.53,12.94,60.16,14.14,15.72,8.22,9.69,17.13,1.92,4.77,1.07,62.9,33.15,6.05,4.32,1.58,2.99,5.01,0.39,19.04,5912.91,3648.36,-1712.2,-2184.21,-248.05,2731.72,2637.19,14.05,0.22,0.86,1.51,18.92,46.92,0.14,-0.03,-0.58,0.68,8.0,8.65,3.0,29.05,94997.52,749598,500257.0,LUPIN,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.13,Other
76.0,Marico,725.3,736.9,129.55,2730.0,345.0,7.86,19.84,12.47,10831.0,2169.0,1629.0,12.2,10.85,41.73,45.58,21.13,4.42,9.97,38.78,43.53,21.01,12.57,57.66,23.7,8.68,6.17,7.78,4.09,1.3,83.15,4218.0,1363.0,-621.0,-649.0,93.0,1241.0,3761.0,40.92,0.14,1.38,4.19,39.94,58.97,-0.44,-0.06,-1.26,1.36,6.0,21.3,4.0,25.33,93964.46,1371850,531642.0,MARICO,Solvent Extraction,-0.02,Other
77.0,Info Edg.(India),7155.25,9194.95,12.96,722.4,288.42,134.33,15.19,11.09,2757.35,1429.41,639.89,11.02,202.73,2.44,3.65,2.09,31.01,60.61,5.68,9.92,6.46,43.18,144.93,2.21,33.63,2.91,4.04,4.19,0.32,49.39,1921.47,702.3,-851.7,120.0,-29.4,672.96,1573.66,61.01,0.01,0.1,,60.19,37.63,-0.54,0.0,0.62,-0.41,8.0,4.35,5.0,41.8,92720.66,164420,532777.0,NAUKRI,Miscellaneous,-0.22,Other
78.0,Jindal Steel,905.1,1097.1,102.01,13183.13,-303.59,-41.03,-2.25,-0.17,49764.97,6885.08,3580.69,-1.17,-38.93,7.83,10.84,4.4,-0.92,-15.69,10.76,12.72,6.36,27.57,25.8,1.95,1.86,0.22,1.69,2.05,0.22,7.2,24179.72,10823.96,-12322.78,809.41,-689.41,334.27,-1138.68,5.25,0.39,0.6,3.71,11.04,55.16,1.77,1.03,-1.4,0.46,4.0,3.4,3.0,17.75,92328.17,3759515,532286.0,JINDALSTEL,Steel - Sponge Iron,-0.18,Other
79.0,ICICI Lombard,1849.0,2301.9,49.58,6051.16,509.59,-1.91,12.24,16.54,23960.92,3321.31,2508.29,16.95,30.61,18.8,24.86,3.79,14.35,25.4,17.86,22.87,3.43,50.6,36.57,6.33,3.83,2.29,3.21,1.92,0.32,22.73,5844.2,1147.3,-1137.26,-257.05,-247.01,918.05,5305.5,,0.0,0.36,,27.58,51.55,3.51,-0.05,-0.68,0.57,7.0,2.24,5.0,49.53,91677.0,1111401,540716.0,ICICIGI,Finance & Investments,-0.2,Other
80.0,Zydus Lifesci.,891.05,1324.3,100.62,5269.1,1026.2,33.34,16.96,17.09,22247.4,6025.6,4533.87,16.94,38.62,20.67,22.34,14.61,10.72,17.75,20.84,16.88,13.89,45.09,19.77,4.14,4.03,1.19,1.9,1.86,0.34,7.82,8021.2,3227.9,-1492.3,-1810.4,-74.8,2345.0,5092.3,48.63,0.01,0.72,1.93,12.77,74.98,0.1,0.0,-0.22,0.34,8.0,7.14,5.0,29.05,89660.51,814532,532321.0,ZYDUSLIFE,Pharmaceuticals - Indian - Bulk Drugs & Formln,-0.33,Other
81.0,SRF,3015.3,3085.0,29.64,3491.31,271.08,6.96,14.36,5.02,13949.47,1816.23,1146.93,4.51,-22.29,12.22,12.71,6.8,16.08,3.61,19.16,19.67,10.82,38.69,77.95,7.43,6.41,4.96,5.08,3.21,0.24,16.03,7101.29,2093.86,-2230.81,-71.7,-208.65,-107.88,230.56,4.82,0.44,0.67,3.5,36.64,50.26,-0.47,0.0,-0.09,0.64,4.0,8.72,3.0,30.33,89380.98,458766,503806.0,SRF,Chemicals,-0.02,Other
82.0,Bosch,30115.8,39088.8,2.95,4465.7,458.2,4.33,6.19,5.17,17410.2,2628.3,2023.22,5.15,20.13,15.97,20.61,10.96,19.84,23.68,13.74,17.6,9.34,686.28,43.88,6.98,5.1,15.13,3.69,2.83,1.26,44.42,2737.0,1252.8,282.8,-1451.6,84.0,926.7,1364.6,176.4,0.0,1.0,5.76,28.34,70.54,0.0,0.0,-0.05,0.13,8.0,10.34,3.0,23.71,88822.49,15858,500530.0,BOSCHLTD,Auto Ancillaries,-0.23,Other
83.0,ICICI Pru Life,606.3,796.8,144.56,15687.32,385.28,121.85,-30.22,6.96,70778.14,1581.81,1185.52,-21.63,39.36,10.34,11.83,0.39,3.65,16.02,9.01,10.2,0.34,8.2,73.94,7.34,1.24,34.71,4.91,7.1,0.11,10.36,-16638.41,-9412.84,6874.67,1422.48,-1115.69,-9669.97,-17325.08,,0.22,0.23,,56.42,73.0,-0.41,-0.01,0.46,-0.65,5.0,0.75,4.0,49.53,87645.32,594624,540133.0,ICICIPRULI,Finance & Investments,-0.24,Other
84.0,H P C L,410.0,457.2,212.78,110607.97,2543.65,256.83,-0.66,2.86,439151.0,11114.43,6029.57,2.79,-64.35,40.38,21.26,9.27,22.98,14.32,13.94,8.27,3.28,28.34,14.46,1.93,0.2,0.76,1.11,1.67,5.1,27.91,36195.79,23851.87,-13019.23,-16155.04,-5322.4,13906.09,5042.98,3.34,1.58,2.52,12.18,9.22,54.9,0.0,0.0,-1.89,1.74,8.0,3.57,5.0,20.12,87240.71,4726921,500104.0,HINDPETRO,Refineries,-0.1,Other
85.0,BSE,6390.0,6808.0,13.54,831.74,218.59,105.69,95.2,121.26,2860.45,1247.98,935.54,118.91,130.0,15.2,19.97,5.91,36.19,36.29,11.3,15.52,4.77,69.33,92.48,23.3,30.24,5.51,9.78,9.8,0.24,26.08,4146.67,2842.03,-1071.45,-149.05,1621.53,2710.77,3840.22,,0.0,0.21,,59.85,0.0,0.0,0.0,0.75,0.26,8.0,14.17,5.0,55.64,86505.49,2567773,,BSE,Miscellaneous,-0.06,Other
86.0,Persistent Sys,5527.0,6788.9,15.46,3242.11,395.76,25.51,25.15,21.62,11938.72,1889.44,1400.16,21.56,30.83,24.83,31.39,17.38,27.87,28.3,24.69,30.29,15.99,90.54,61.45,13.47,7.22,1.83,6.06,2.71,0.47,38.96,3333.99,1156.92,-434.43,-628.2,94.28,963.84,2429.76,28.15,0.05,1.48,,38.89,30.66,-0.6,0.0,-0.39,0.59,7.0,19.28,5.0,29.51,86138.29,640780,533179.0,PERSISTENT,Computers - Software - Large,-0.19,Other
87.0,NHPC Ltd,85.36,118.45,1004.5,2286.76,330.13,-52.49,11.25,1.92,9921.03,6009.56,2709.67,1.52,-27.28,9.61,7.67,4.5,-0.05,2.13,10.29,7.44,4.92,2.7,31.61,2.15,8.64,3.44,1.73,2.91,2.22,52.66,16231.76,6937.5,-5968.15,-581.48,387.87,-57.46,561.32,4.67,0.85,0.11,4.76,16.3,67.4,-3.55,0.0,0.04,0.58,4.0,2.33,0.0,31.51,85744.41,10584747,533098.0,NHPC,Power Generation And Supply,-0.28,Other
88.0,Polycab India,5679.15,7607.15,15.04,5226.06,464.35,10.83,20.4,25.47,21014.41,2626.34,1839.32,25.3,10.6,23.17,31.33,16.15,27.07,25.46,20.51,26.5,14.4,122.34,46.36,9.91,4.07,1.65,4.53,2.44,0.55,25.26,3235.37,1296.24,-751.88,-387.41,156.95,438.27,1398.99,16.33,0.02,1.68,3.93,29.31,63.05,-5.1,-0.01,-1.65,0.29,6.0,13.46,5.0,23.87,85430.02,214153,542652.0,POLYCAB,Cables - Power,-0.25,Other
89.0,Dabur India,481.2,672.0,177.23,3355.25,515.82,1.85,3.08,2.51,12547.59,2458.13,1768.91,2.29,0.34,19.22,22.28,12.59,9.06,2.27,20.3,24.03,13.75,10.14,48.21,8.24,6.8,12.43,4.17,3.29,1.13,52.89,5304.23,2013.47,-971.04,-1161.18,-118.75,1452.59,3888.44,15.41,0.17,0.86,2.48,29.84,66.27,-1.11,0.01,-0.6,0.77,6.0,10.69,3.0,38.81,85283.96,2119662,500096.0,DABUR,Personal Care - Indian,-0.28,Other
90.0,Bharti Hexacom,1684.05,1799.0,50.0,2250.7,260.9,52.19,25.0,17.25,8126.9,2066.8,1050.58,16.88,162.45,14.02,13.98,3.37,15.49,41.96,9.29,9.45,1.9,24.96,80.15,16.18,10.36,3.57,6.97,6.46,0.24,39.65,9912.5,3546.1,-1155.1,-2403.6,-12.6,1498.4,5591.9,3.03,1.64,0.39,,22.66,70.0,,0.0,-0.69,0.69,6.0,7.94,5.0,39.05,84202.5,613026,544162.0,BHARTIHEXA,Telecommunications - Service Provider,-0.06,Other
